Power,Time,Temperature,Fin Type_Round,Fin Type_Square,Fin Type_Triangular,Configuration_Inline,Configuration_Staggered,PCM_Paraffin,PCM_RT-35,PCM_RT-44
8,18,33.12,0,0,1,1,0,0,1,0
8,20,33.4,0,0,1,1,0,0,1,0
8,22,33.77,0,0,1,1,0,0,1,0
8,24,34.05,0,0,1,1,0,0,1,0
8,26,34.33,0,0,1,1,0,0,1,0
8,28,34.65,0,0,1,1,0,0,1,0
8,30,35.02,0,0,1,1,0,0,1,0
8,32,35.44,0,0,1,1,0,0,1,0
8,34,35.86,0,0,1,1,0,0,1,0
8,36,36.37,0,0,1,1,0,0,1,0
8,38,37.21,0,0,1,1,0,0,1,0
8,40,39.35,0,0,1,1,0,0,1,0
8,42,40.98,0,0,1,1,0,0,1,0
8,44,42.56,0,0,1,1,0,0,1,0
8,46,43.86,0,0,1,1,0,0,1,0
8,48,45.16,0,0,1,1,0,0,1,0
8,50,46.33,0,0,1,1,0,0,1,0
8,52,47.53,0,0,1,1,0,0,1,0
8,54,48.56,0,0,1,1,0,0,1,0
8,56,49.49,0,0,1,1,0,0,1,0
8,58,50.42,0,0,1,1,0,0,1,0
8,60,51.35,0,0,1,1,0,0,1,0
8,62,52.14,0,0,1,1,0,0,1,0
8,64,52.98,0,0,1,1,0,0,1,0
8,66,53.72,0,0,1,1,0,0,1,0
8,68,54.47,0,0,1,1,0,0,1,0
8,70,55.12,0,0,1,1,0,0,1,0
8,72,55.81,0,0,1,1,0,0,1,0
8,74,56.51,0,0,1,1,0,0,1,0
8,76,57.12,0,0,1,1,0,0,1,0
8,78,57.63,0,0,1,1,0,0,1,0
8,80,58.23,0,0,1,1,0,0,1,0
8,82,58.74,0,0,1,1,0,0,1,0
8,84,59.21,0,0,1,1,0,0,1,0
8,86,59.67,0,0,1,1,0,0,1,0
8,88,60.05,0,0,1,1,0,0,1,0
8,90,60.28,0,0,1,1,0,0,1,0
8,0,25.02,0,0,1,1,0,0,0,1
8,2,27.26,0,0,1,1,0,0,0,1
8,4,28.93,0,0,1,1,0,0,0,1
8,6,30.98,0,0,1,1,0,0,0,1
8,8,32.7,0,0,1,1,0,0,0,1
8,10,34.23,0,0,1,1,0,0,0,1
8,12,35.58,0,0,1,1,0,0,0,1
8,14,36.74,0,0,1,1,0,0,0,1
8,16,37.72,0,0,1,1,0,0,0,1
8,18,38.47,0,0,1,1,0,0,0,1
8,20,39.12,0,0,1,1,0,0,0,1
8,22,39.67,0,0,1,1,0,0,0,1
8,24,40.09,0,0,1,1,0,0,0,1
8,26,40.51,0,0,1,1,0,0,0,1
8,28,40.79,0,0,1,1,0,0,0,1
8,30,41.07,0,0,1,1,0,0,0,1
8,32,41.4,0,0,1,1,0,0,0,1
8,34,41.72,0,0,1,1,0,0,0,1
8,36,41.95,0,0,1,1,0,0,0,1
8,38,42.14,0,0,1,1,0,0,0,1
8,40,42.47,0,0,1,1,0,0,0,1
8,42,42.74,0,0,1,1,0,0,0,1
8,44,42.93,0,0,1,1,0,0,0,1
8,46,43.16,0,0,1,1,0,0,0,1
8,48,43.35,0,0,1,1,0,0,0,1
8,50,43.63,0,0,1,1,0,0,0,1
8,52,43.86,0,0,1,1,0,0,0,1
8,54,44.0,0,0,1,1,0,0,0,1
8,56,44.28,0,0,1,1,0,0,0,1
8,58,44.51,0,0,1,1,0,0,0,1
8,60,44.79,0,0,1,1,0,0,0,1
8,62,45.02,0,0,1,1,0,0,0,1
8,64,45.35,0,0,1,1,0,0,0,1
8,66,45.72,0,0,1,1,0,0,0,1
8,68,46.33,0,0,1,1,0,0,0,1
8,70,47.58,0,0,1,1,0,0,0,1
8,72,48.88,0,0,1,1,0,0,0,1
8,74,50.33,0,0,1,1,0,0,0,1
8,76,51.91,0,0,1,1,0,0,0,1
8,78,52.42,0,0,1,1,0,0,0,1
8,80,52.6,0,0,1,1,0,0,0,1
8,82,53.07,0,0,1,1,0,0,0,1
8,84,53.4,0,0,1,1,0,0,0,1
8,86,53.81,0,0,1,1,0,0,0,1
8,88,54.28,0,0,1,1,0,0,0,1
8,90,54.7,0,0,1,1,0,0,0,1
8,0,25.02,0,0,1,1,0,1,0,0
8,2,26.79,0,0,1,1,0,1,0,0
8,4,28.6,0,0,1,1,0,1,0,0
8,6,30.47,0,0,1,1,0,1,0,0
8,8,32.14,0,0,1,1,0,1,0,0
8,10,33.44,0,0,1,1,0,1,0,0
8,12,34.65,0,0,1,1,0,1,0,0
8,14,35.95,0,0,1,1,0,1,0,0
8,16,36.93,0,0,1,1,0,1,0,0
8,18,37.91,0,0,1,1,0,1,0,0
8,20,38.84,0,0,1,1,0,1,0,0
8,22,39.72,0,0,1,1,0,1,0,0
8,24,40.65,0,0,1,1,0,1,0,0
8,26,41.58,0,0,1,1,0,1,0,0
8,28,42.74,0,0,1,1,0,1,0,0
8,30,43.95,0,0,1,1,0,1,0,0
8,32,44.98,0,0,1,1,0,1,0,0
8,34,45.81,0,0,1,1,0,1,0,0
8,36,46.6,0,0,1,1,0,1,0,0
8,38,47.49,0,0,1,1,0,1,0,0
8,40,48.19,0,0,1,1,0,1,0,0
8,42,48.7,0,0,1,1,0,1,0,0
8,44,49.21,0,0,1,1,0,1,0,0
8,46,49.77,0,0,1,1,0,1,0,0
8,48,50.23,0,0,1,1,0,1,0,0
8,50,50.65,0,0,1,1,0,1,0,0
8,52,50.98,0,0,1,1,0,1,0,0
8,54,51.3,0,0,1,1,0,1,0,0
8,56,51.67,0,0,1,1,0,1,0,0
8,58,52.0,0,0,1,1,0,1,0,0
8,60,52.23,0,0,1,1,0,1,0,0
8,62,52.51,0,0,1,1,0,1,0,0
8,64,52.84,0,0,1,1,0,1,0,0
8,66,53.07,0,0,1,1,0,1,0,0
8,68,53.35,0,0,1,1,0,1,0,0
8,70,53.58,0,0,1,1,0,1,0,0
8,72,53.77,0,0,1,1,0,1,0,0
8,74,54.05,0,0,1,1,0,1,0,0
8,76,54.28,0,0,1,1,0,1,0,0
8,78,54.51,0,0,1,1,0,1,0,0
8,80,54.7,0,0,1,1,0,1,0,0
8,82,54.93,0,0,1,1,0,1,0,0
8,84,55.12,0,0,1,1,0,1,0,0
8,86,55.3,0,0,1,1,0,1,0,0
8,88,55.53,0,0,1,1,0,1,0,0
8,90,55.67,0,0,1,1,0,1,0,0
8,0,25.02,0,0,1,0,1,1,0,0
8,2,26.88,0,0,1,0,1,1,0,0
8,4,28.6,0,0,1,0,1,1,0,0
8,6,30.37,0,0,1,0,1,1,0,0
8,8,31.91,0,0,1,0,1,1,0,0
8,10,33.35,0,0,1,0,1,1,0,0
8,12,34.56,0,0,1,0,1,1,0,0
8,14,35.72,0,0,1,0,1,1,0,0
8,16,36.74,0,0,1,0,1,1,0,0
8,18,37.81,0,0,1,0,1,1,0,0
8,20,38.79,0,0,1,0,1,1,0,0
8,22,39.67,0,0,1,0,1,1,0,0
8,24,40.56,0,0,1,0,1,1,0,0
8,26,41.53,0,0,1,0,1,1,0,0
8,28,42.51,0,0,1,0,1,1,0,0
8,30,43.35,0,0,1,0,1,1,0,0
8,32,44.33,0,0,1,0,1,1,0,0
8,34,45.26,0,0,1,0,1,1,0,0
8,36,46.14,0,0,1,0,1,1,0,0
8,38,46.98,0,0,1,0,1,1,0,0
8,40,47.91,0,0,1,0,1,1,0,0
8,42,48.51,0,0,1,0,1,1,0,0
8,44,49.16,0,0,1,0,1,1,0,0
8,46,49.67,0,0,1,0,1,1,0,0
8,48,50.14,0,0,1,0,1,1,0,0
8,50,50.65,0,0,1,0,1,1,0,0
8,52,51.12,0,0,1,0,1,1,0,0
8,54,51.49,0,0,1,0,1,1,0,0
8,56,51.95,0,0,1,0,1,1,0,0
8,58,52.23,0,0,1,0,1,1,0,0
8,60,52.6,0,0,1,0,1,1,0,0
8,62,52.93,0,0,1,0,1,1,0,0
8,64,53.26,0,0,1,0,1,1,0,0
8,66,53.58,0,0,1,0,1,1,0,0
8,68,53.86,0,0,1,0,1,1,0,0
8,70,54.05,0,0,1,0,1,1,0,0
8,72,54.33,0,0,1,0,1,1,0,0
8,74,54.56,0,0,1,0,1,1,0,0
8,76,54.79,0,0,1,0,1,1,0,0
8,78,55.02,0,0,1,0,1,1,0,0
8,80,55.26,0,0,1,0,1,1,0,0
8,82,55.53,0,0,1,0,1,1,0,0
8,84,55.77,0,0,1,0,1,1,0,0
8,86,56.0,0,0,1,0,1,1,0,0
8,88,56.19,0,0,1,0,1,1,0,0
8,90,56.37,0,0,1,0,1,1,0,0
8,0,25.02,0,0,1,0,1,0,0,1
8,2,27.44,0,0,1,0,1,0,0,1
8,4,29.53,0,0,1,0,1,0,0,1
8,6,31.67,0,0,1,0,1,0,0,1
8,8,33.67,0,0,1,0,1,0,0,1
8,10,35.16,0,0,1,0,1,0,0,1
8,12,36.6,0,0,1,0,1,0,0,1
8,14,37.77,0,0,1,0,1,0,0,1
8,16,38.79,0,0,1,0,1,0,0,1
8,18,39.44,0,0,1,0,1,0,0,1
8,20,39.81,0,0,1,0,1,0,0,1
8,22,40.05,0,0,1,0,1,0,0,1
8,24,40.42,0,0,1,0,1,0,0,1
8,26,40.65,0,0,1,0,1,0,0,1
8,28,40.98,0,0,1,0,1,0,0,1
8,30,41.16,0,0,1,0,1,0,0,1
8,32,41.35,0,0,1,0,1,0,0,1
8,34,41.63,0,0,1,0,1,0,0,1
8,36,41.91,0,0,1,0,1,0,0,1
8,38,42.23,0,0,1,0,1,0,0,1
8,40,42.47,0,0,1,0,1,0,0,1
8,42,42.74,0,0,1,0,1,0,0,1
8,44,42.93,0,0,1,0,1,0,0,1
8,46,43.12,0,0,1,0,1,0,0,1
8,48,43.3,0,0,1,0,1,0,0,1
8,50,43.44,0,0,1,0,1,0,0,1
8,52,43.72,0,0,1,0,1,0,0,1
8,54,43.95,0,0,1,0,1,0,0,1
8,56,44.33,0,0,1,0,1,0,0,1
8,58,44.98,0,0,1,0,1,0,0,1
8,60,45.95,0,0,1,0,1,0,0,1
8,62,47.16,0,0,1,0,1,0,0,1
8,64,48.33,0,0,1,0,1,0,0,1
8,66,49.21,0,0,1,0,1,0,0,1
8,68,50.23,0,0,1,0,1,0,0,1
8,70,51.12,0,0,1,0,1,0,0,1
8,72,51.91,0,0,1,0,1,0,0,1
8,74,52.74,0,0,1,0,1,0,0,1
8,76,53.44,0,0,1,0,1,0,0,1
8,78,54.23,0,0,1,0,1,0,0,1
8,80,54.93,0,0,1,0,1,0,0,1
8,82,55.53,0,0,1,0,1,0,0,1
8,84,56.19,0,0,1,0,1,0,0,1
8,86,56.74,0,0,1,0,1,0,0,1
8,88,57.26,0,0,1,0,1,0,0,1
8,90,57.81,0,0,1,0,1,0,0,1
8,0,24.98,0,0,1,0,1,0,1,0
8,2,27.13,0,0,1,0,1,0,1,0
8,4,28.74,0,0,1,0,1,0,1,0
8,6,30.11,0,0,1,0,1,0,1,0
8,8,31.04,0,0,1,0,1,0,1,0
8,10,31.77,0,0,1,0,1,0,1,0
8,12,32.26,0,0,1,0,1,0,1,0
8,14,32.84,0,0,1,0,1,0,1,0
8,16,33.28,0,0,1,0,1,0,1,0
8,18,33.57,0,0,1,0,1,0,1,0
8,20,33.92,0,0,1,0,1,0,1,0
8,22,34.31,0,0,1,0,1,0,1,0
8,24,34.65,0,0,1,0,1,0,1,0
8,26,34.99,0,0,1,0,1,0,1,0
8,28,35.28,0,0,1,0,1,0,1,0
8,30,35.72,0,0,1,0,1,0,1,0
8,32,36.16,0,0,1,0,1,0,1,0
8,34,37.63,0,0,1,0,1,0,1,0
8,36,39.34,0,0,1,0,1,0,1,0
8,38,41.39,0,0,1,0,1,0,1,0
8,40,43.05,0,0,1,0,1,0,1,0
8,42,44.66,0,0,1,0,1,0,1,0
8,44,46.12,0,0,1,0,1,0,1,0
8,46,47.54,0,0,1,0,1,0,1,0
8,48,48.76,0,0,1,0,1,0,1,0
8,50,49.93,0,0,1,0,1,0,1,0
8,52,51.2,0,0,1,0,1,0,1,0
8,54,52.13,0,0,1,0,1,0,1,0
8,56,53.25,0,0,1,0,1,0,1,0
8,58,54.18,0,0,1,0,1,0,1,0
8,60,55.11,0,0,1,0,1,0,1,0
8,62,55.94,0,0,1,0,1,0,1,0
8,64,56.82,0,0,1,0,1,0,1,0
8,66,57.65,0,0,1,0,1,0,1,0
8,68,58.38,0,0,1,0,1,0,1,0
8,70,59.11,0,0,1,0,1,0,1,0
8,72,59.84,0,0,1,0,1,0,1,0
8,74,60.48,0,0,1,0,1,0,1,0
8,76,61.16,0,0,1,0,1,0,1,0
8,78,61.8,0,0,1,0,1,0,1,0
8,80,62.38,0,0,1,0,1,0,1,0
8,82,62.87,0,0,1,0,1,0,1,0
8,84,63.51,0,0,1,0,1,0,1,0
8,86,64.04,0,0,1,0,1,0,1,0
8,88,64.53,0,0,1,0,1,0,1,0
8,90,64.92,0,0,1,0,1,0,1,0
5,0,24.61,1,0,0,1,0,0,1,0
5,2,25.96,1,0,0,1,0,0,1,0
5,4,27.18,1,0,0,1,0,0,1,0
5,6,28.17,1,0,0,1,0,0,1,0
5,8,29.22,1,0,0,1,0,0,1,0
5,10,30.0,1,0,0,1,0,0,1,0
5,12,30.84,1,0,0,1,0,0,1,0
5,14,31.45,1,0,0,1,0,0,1,0
5,16,32.06,1,0,0,1,0,0,1,0
5,18,32.57,1,0,0,1,0,0,1,0
5,20,33.04,1,0,0,1,0,0,1,0
5,22,33.42,1,0,0,1,0,0,1,0
5,24,33.72,1,0,0,1,0,0,1,0
5,26,33.99,1,0,0,1,0,0,1,0
5,28,34.23,1,0,0,1,0,0,1,0
5,30,34.4,1,0,0,1,0,0,1,0
5,32,34.6,1,0,0,1,0,0,1,0
5,34,34.81,1,0,0,1,0,0,1,0
5,36,34.98,1,0,0,1,0,0,1,0
5,38,35.18,1,0,0,1,0,0,1,0
5,40,35.28,1,0,0,1,0,0,1,0
5,42,35.45,1,0,0,1,0,0,1,0
5,44,35.59,1,0,0,1,0,0,1,0
5,46,35.69,1,0,0,1,0,0,1,0
5,48,35.86,1,0,0,1,0,0,1,0
5,50,35.99,1,0,0,1,0,0,1,0
5,52,36.13,1,0,0,1,0,0,1,0
5,54,36.23,1,0,0,1,0,0,1,0
5,56,36.33,1,0,0,1,0,0,1,0
5,58,36.4,1,0,0,1,0,0,1,0
5,60,36.36,1,0,0,1,0,0,1,0
5,62,36.43,1,0,0,1,0,0,1,0
5,64,36.47,1,0,0,1,0,0,1,0
5,66,36.64,1,0,0,1,0,0,1,0
5,68,36.77,1,0,0,1,0,0,1,0
5,70,36.94,1,0,0,1,0,0,1,0
5,72,37.01,1,0,0,1,0,0,1,0
5,74,37.04,1,0,0,1,0,0,1,0
5,76,37.14,1,0,0,1,0,0,1,0
5,78,37.28,1,0,0,1,0,0,1,0
5,80,37.31,1,0,0,1,0,0,1,0
5,82,37.75,1,0,0,1,0,0,1,0
5,84,38.06,1,0,0,1,0,0,1,0
5,86,38.3,1,0,0,1,0,0,1,0
5,88,38.53,1,0,0,1,0,0,1,0
5,90,38.8,1,0,0,1,0,0,1,0
5,0,24.57,1,0,0,1,0,0,0,1
5,2,26.4,1,0,0,1,0,0,0,1
5,4,28.1,1,0,0,1,0,0,0,1
5,6,29.62,1,0,0,1,0,0,0,1
5,8,31.08,1,0,0,1,0,0,0,1
5,10,32.4,1,0,0,1,0,0,0,1
5,12,33.65,1,0,0,1,0,0,0,1
5,14,34.84,1,0,0,1,0,0,0,1
5,16,35.92,1,0,0,1,0,0,0,1
5,18,36.84,1,0,0,1,0,0,0,1
5,20,37.75,1,0,0,1,0,0,0,1
5,22,38.43,1,0,0,1,0,0,0,1
5,24,39.08,1,0,0,1,0,0,0,1
5,26,39.55,1,0,0,1,0,0,0,1
5,28,39.96,1,0,0,1,0,0,0,1
5,30,40.26,1,0,0,1,0,0,0,1
5,32,40.57,1,0,0,1,0,0,0,1
5,34,40.87,1,0,0,1,0,0,0,1
5,36,41.11,1,0,0,1,0,0,0,1
5,38,41.45,1,0,0,1,0,0,0,1
5,40,41.68,1,0,0,1,0,0,0,1
5,42,41.85,1,0,0,1,0,0,0,1
5,44,42.06,1,0,0,1,0,0,0,1
5,46,42.16,1,0,0,1,0,0,0,1
5,48,42.29,1,0,0,1,0,0,0,1
5,50,42.43,1,0,0,1,0,0,0,1
5,52,42.53,1,0,0,1,0,0,0,1
5,54,42.63,1,0,0,1,0,0,0,1
5,56,42.73,1,0,0,1,0,0,0,1
5,58,42.84,1,0,0,1,0,0,0,1
5,60,42.9,1,0,0,1,0,0,0,1
5,62,43.01,1,0,0,1,0,0,0,1
5,64,43.07,1,0,0,1,0,0,0,1
5,66,43.18,1,0,0,1,0,0,0,1
5,68,43.24,1,0,0,1,0,0,0,1
5,70,43.34,1,0,0,1,0,0,0,1
5,72,43.38,1,0,0,1,0,0,0,1
5,74,43.48,1,0,0,1,0,0,0,1
5,76,43.55,1,0,0,1,0,0,0,1
5,78,43.62,1,0,0,1,0,0,0,1
5,80,43.68,1,0,0,1,0,0,0,1
5,82,43.79,1,0,0,1,0,0,0,1
5,84,43.85,1,0,0,1,0,0,0,1
5,86,43.92,1,0,0,1,0,0,0,1
5,88,43.99,1,0,0,1,0,0,0,1
5,90,44.09,1,0,0,1,0,0,0,1
5,0,24.57,1,0,0,1,0,1,0,0
5,2,26.2,1,0,0,1,0,1,0,0
5,4,27.66,1,0,0,1,0,1,0,0
5,6,29.11,1,0,0,1,0,1,0,0
5,8,30.33,1,0,0,1,0,1,0,0
5,10,31.28,1,0,0,1,0,1,0,0
5,12,32.4,1,0,0,1,0,1,0,0
5,14,33.28,1,0,0,1,0,1,0,0
5,16,34.13,1,0,0,1,0,1,0,0
5,18,34.87,1,0,0,1,0,1,0,0
5,20,35.69,1,0,0,1,0,1,0,0
5,22,36.3,1,0,0,1,0,1,0,0
5,24,36.94,1,0,0,1,0,1,0,0
5,26,37.48,1,0,0,1,0,1,0,0
5,28,38.06,1,0,0,1,0,1,0,0
5,30,38.57,1,0,0,1,0,1,0,0
5,32,39.11,1,0,0,1,0,1,0,0
5,34,39.62,1,0,0,1,0,1,0,0
5,36,40.06,1,0,0,1,0,1,0,0
5,38,40.5,1,0,0,1,0,1,0,0
5,40,40.97,1,0,0,1,0,1,0,0
5,42,41.41,1,0,0,1,0,1,0,0
5,44,41.85,1,0,0,1,0,1,0,0
5,46,42.26,1,0,0,1,0,1,0,0
5,48,42.73,1,0,0,1,0,1,0,0
5,50,43.18,1,0,0,1,0,1,0,0
5,52,43.58,1,0,0,1,0,1,0,0
5,54,44.02,1,0,0,1,0,1,0,0
5,56,44.39,1,0,0,1,0,1,0,0
5,58,44.8,1,0,0,1,0,1,0,0
5,60,45.17,1,0,0,1,0,1,0,0
5,62,45.58,1,0,0,1,0,1,0,0
5,64,45.89,1,0,0,1,0,1,0,0
5,66,46.26,1,0,0,1,0,1,0,0
5,68,46.6,1,0,0,1,0,1,0,0
5,70,46.9,1,0,0,1,0,1,0,0
5,72,47.14,1,0,0,1,0,1,0,0
5,74,47.48,1,0,0,1,0,1,0,0
5,76,47.78,1,0,0,1,0,1,0,0
5,78,48.02,1,0,0,1,0,1,0,0
5,80,48.22,1,0,0,1,0,1,0,0
5,82,48.46,1,0,0,1,0,1,0,0
5,84,48.66,1,0,0,1,0,1,0,0
5,86,48.87,1,0,0,1,0,1,0,0
5,88,49.07,1,0,0,1,0,1,0,0
5,90,49.21,1,0,0,1,0,1,0,0
5,0,24.5,1,0,0,0,1,1,0,0
5,2,26.27,1,0,0,0,1,1,0,0
5,4,27.73,1,0,0,0,1,1,0,0
5,6,28.98,1,0,0,0,1,1,0,0
5,8,30.2,1,0,0,0,1,1,0,0
5,10,31.28,1,0,0,0,1,1,0,0
5,12,32.4,1,0,0,0,1,1,0,0
5,14,33.32,1,0,0,0,1,1,0,0
5,16,34.16,1,0,0,0,1,1,0,0
5,18,35.01,1,0,0,0,1,1,0,0
5,20,35.82,1,0,0,0,1,1,0,0
5,22,36.5,1,0,0,0,1,1,0,0
5,24,37.14,1,0,0,0,1,1,0,0
5,26,37.79,1,0,0,0,1,1,0,0
5,28,38.43,1,0,0,0,1,1,0,0
5,30,38.97,1,0,0,0,1,1,0,0
5,32,39.52,1,0,0,0,1,1,0,0
5,34,39.96,1,0,0,0,1,1,0,0
5,36,40.43,1,0,0,0,1,1,0,0
5,38,40.94,1,0,0,0,1,1,0,0
5,40,41.38,1,0,0,0,1,1,0,0
5,42,41.79,1,0,0,0,1,1,0,0
5,44,42.26,1,0,0,0,1,1,0,0
5,46,42.77,1,0,0,0,1,1,0,0
5,48,43.28,1,0,0,0,1,1,0,0
5,50,43.72,1,0,0,0,1,1,0,0
5,52,44.19,1,0,0,0,1,1,0,0
5,54,44.7,1,0,0,0,1,1,0,0
5,56,45.07,1,0,0,0,1,1,0,0
5,58,45.38,1,0,0,0,1,1,0,0
5,60,45.68,1,0,0,0,1,1,0,0
5,62,46.02,1,0,0,0,1,1,0,0
5,64,46.43,1,0,0,0,1,1,0,0
5,66,46.87,1,0,0,0,1,1,0,0
5,68,47.21,1,0,0,0,1,1,0,0
5,70,47.55,1,0,0,0,1,1,0,0
5,72,47.85,1,0,0,0,1,1,0,0
5,74,48.19,1,0,0,0,1,1,0,0
5,76,48.46,1,0,0,0,1,1,0,0
5,78,48.7,1,0,0,0,1,1,0,0
5,80,49.04,1,0,0,0,1,1,0,0
5,82,49.27,1,0,0,0,1,1,0,0
5,84,49.48,1,0,0,0,1,1,0,0
5,86,49.68,1,0,0,0,1,1,0,0
5,88,50.02,1,0,0,0,1,1,0,0
5,90,50.15,1,0,0,0,1,1,0,0
5,0,24.5,1,0,0,0,1,0,0,1
5,2,26.37,1,0,0,0,1,0,0,1
5,4,27.62,1,0,0,0,1,0,0,1
5,6,29.15,1,0,0,0,1,0,0,1
5,8,30.4,1,0,0,0,1,0,0,1
5,10,31.55,1,0,0,0,1,0,0,1
5,12,32.91,1,0,0,0,1,0,0,1
5,14,34.16,1,0,0,0,1,0,0,1
5,16,35.31,1,0,0,0,1,0,0,1
5,18,36.36,1,0,0,0,1,0,0,1
5,20,37.42,1,0,0,0,1,0,0,1
5,22,38.36,1,0,0,0,1,0,0,1
5,24,39.18,1,0,0,0,1,0,0,1
5,26,39.92,1,0,0,0,1,0,0,1
5,28,40.53,1,0,0,0,1,0,0,1
5,30,41.11,1,0,0,0,1,0,0,1
5,32,41.58,1,0,0,0,1,0,0,1
5,34,42.02,1,0,0,0,1,0,0,1
5,36,42.36,1,0,0,0,1,0,0,1
5,38,42.63,1,0,0,0,1,0,0,1
5,40,42.8,1,0,0,0,1,0,0,1
5,42,42.9,1,0,0,0,1,0,0,1
5,44,43.01,1,0,0,0,1,0,0,1
5,46,43.07,1,0,0,0,1,0,0,1
5,48,43.14,1,0,0,0,1,0,0,1
5,50,43.21,1,0,0,0,1,0,0,1
5,52,43.31,1,0,0,0,1,0,0,1
5,54,43.34,1,0,0,0,1,0,0,1
5,56,43.41,1,0,0,0,1,0,0,1
5,58,43.48,1,0,0,0,1,0,0,1
5,60,43.55,1,0,0,0,1,0,0,1
5,62,43.62,1,0,0,0,1,0,0,1
5,64,43.72,1,0,0,0,1,0,0,1
5,66,43.79,1,0,0,0,1,0,0,1
5,68,43.89,1,0,0,0,1,0,0,1
5,70,43.95,1,0,0,0,1,0,0,1
5,72,43.99,1,0,0,0,1,0,0,1
5,74,44.02,1,0,0,0,1,0,0,1
5,76,44.16,1,0,0,0,1,0,0,1
5,78,44.19,1,0,0,0,1,0,0,1
5,80,44.26,1,0,0,0,1,0,0,1
5,82,44.33,1,0,0,0,1,0,0,1
5,84,44.39,1,0,0,0,1,0,0,1
5,86,44.46,1,0,0,0,1,0,0,1
5,88,44.5,1,0,0,0,1,0,0,1
5,90,44.6,1,0,0,0,1,0,0,1
5,0,24.5,1,0,0,0,1,0,1,0
5,2,25.66,1,0,0,0,1,0,1,0
5,4,26.71,1,0,0,0,1,0,1,0
5,6,27.76,1,0,0,0,1,0,1,0
5,8,28.71,1,0,0,0,1,0,1,0
5,10,29.45,1,0,0,0,1,0,1,0
5,12,30.16,1,0,0,0,1,0,1,0
5,14,30.81,1,0,0,0,1,0,1,0
5,16,31.52,1,0,0,0,1,0,1,0
5,18,32.06,1,0,0,0,1,0,1,0
5,20,32.6,1,0,0,0,1,0,1,0
5,22,33.01,1,0,0,0,1,0,1,0
5,24,33.42,1,0,0,0,1,0,1,0
5,26,33.79,1,0,0,0,1,0,1,0
5,28,34.09,1,0,0,0,1,0,1,0
5,30,34.37,1,0,0,0,1,0,1,0
5,32,34.57,1,0,0,0,1,0,1,0
5,34,34.84,1,0,0,0,1,0,1,0
5,36,34.98,1,0,0,0,1,0,1,0
5,38,35.15,1,0,0,0,1,0,1,0
5,40,35.28,1,0,0,0,1,0,1,0
5,42,35.42,1,0,0,0,1,0,1,0
5,44,35.55,1,0,0,0,1,0,1,0
5,46,35.65,1,0,0,0,1,0,1,0
5,48,35.82,1,0,0,0,1,0,1,0
5,50,35.99,1,0,0,0,1,0,1,0
5,52,36.09,1,0,0,0,1,0,1,0
5,54,36.2,1,0,0,0,1,0,1,0
5,56,36.3,1,0,0,0,1,0,1,0
5,58,36.43,1,0,0,0,1,0,1,0
5,60,36.57,1,0,0,0,1,0,1,0
5,62,36.67,1,0,0,0,1,0,1,0
5,64,36.77,1,0,0,0,1,0,1,0
5,66,36.84,1,0,0,0,1,0,1,0
5,68,36.94,1,0,0,0,1,0,1,0
5,70,37.08,1,0,0,0,1,0,1,0
5,72,37.21,1,0,0,0,1,0,1,0
5,74,37.45,1,0,0,0,1,0,1,0
5,76,37.82,1,0,0,0,1,0,1,0
5,78,38.16,1,0,0,0,1,0,1,0
5,80,38.53,1,0,0,0,1,0,1,0
5,82,38.87,1,0,0,0,1,0,1,0
5,84,39.21,1,0,0,0,1,0,1,0
5,86,39.58,1,0,0,0,1,0,1,0
5,88,39.96,1,0,0,0,1,0,1,0
5,90,40.33,1,0,0,0,1,0,1,0
5,0,25.08,0,1,0,1,0,0,1,0
5,2,26.38,0,1,0,1,0,0,1,0
5,4,27.79,0,1,0,1,0,0,1,0
5,6,28.98,0,1,0,1,0,0,1,0
5,8,29.93,0,1,0,1,0,0,1,0
5,10,30.7,0,1,0,1,0,0,1,0
5,12,31.31,0,1,0,1,0,0,1,0
5,14,31.8,0,1,0,1,0,0,1,0
5,16,32.26,0,1,0,1,0,0,1,0
5,18,32.68,0,1,0,1,0,0,1,0
5,20,32.99,0,1,0,1,0,0,1,0
5,22,33.29,0,1,0,1,0,0,1,0
5,24,33.6,0,1,0,1,0,0,1,0
5,26,33.87,0,1,0,1,0,0,1,0
5,28,34.13,0,1,0,1,0,0,1,0
5,30,34.33,0,1,0,1,0,0,1,0
5,32,34.59,0,1,0,1,0,0,1,0
5,34,34.86,0,1,0,1,0,0,1,0
5,36,35.17,0,1,0,1,0,0,1,0
5,38,35.4,0,1,0,1,0,0,1,0
5,40,35.59,0,1,0,1,0,0,1,0
5,42,35.78,0,1,0,1,0,0,1,0
5,44,35.97,0,1,0,1,0,0,1,0
5,46,36.16,0,1,0,1,0,0,1,0
5,48,36.39,0,1,0,1,0,0,1,0
5,50,36.62,0,1,0,1,0,0,1,0
5,52,36.81,0,1,0,1,0,0,1,0
5,54,36.96,0,1,0,1,0,0,1,0
5,56,37.15,0,1,0,1,0,0,1,0
5,58,37.31,0,1,0,1,0,0,1,0
5,60,37.61,0,1,0,1,0,0,1,0
5,62,38.38,0,1,0,1,0,0,1,0
5,64,39.56,0,1,0,1,0,0,1,0
5,66,40.71,0,1,0,1,0,0,1,0
5,68,41.74,0,1,0,1,0,0,1,0
5,70,42.69,0,1,0,1,0,0,1,0
